surface_id,surface,label,count,status,reason,canonical,label_final,label_conflict,labels_seen,package_count,document_count,example_sentence_id,example_text,example_path
sf_63d85a4a34e62cf9,biển báo hiệu đường bộ,INFRASTRUCTURE,4,accept,auto_accept_count_ge_3,biển báo hiệu đường bộ,INFRASTRUCTURE,False,INFRASTRUCTURE:4,2,2,12_2025_tt_bca.phu_luc_v_quy_trinh_sat_hach_hang_be_d1e_d2e_de.appendix_point_dd_88.passage.s001,biển báo hiệu đường bộ,"Phụ lục V > QUY TRÌNH SÁT HẠCH HẠNG BE, D1E, D2E, DE > C. SÁT HẠCH THỰC HÀNH > II. Sát hạch lái xe trên đường: > 2. Đối với người dự sát hạch > 2.2. Thí sinh thực hiện các bài sát hạch > 2.2.2. Yêu cầu đạt được > đ) Chấp hành các quy tắc giao thông đường bộ về biển báo hiệu đường bộ, tốc độ và khoảng cách, đèn tín hiệu giao thông, vạch kẻ phân làn đường, nhường đường cho các xe ưu tiên; tránh, vượt xe khác;"
sf_8fb52b5203614130,công trình đường bộ,INFRASTRUCTURE,4,accept,auto_accept_count_ge_3,công trình đường bộ,INFRASTRUCTURE,False,INFRASTRUCTURE:4,1,1,12_2025_tt_bxd.dieu_23.khoan_4.passage.s001,công trình đường bộ,"12/2025/TT-BXD > Chương VI. CẤP GIẤY PHÉP LƯU HÀNH XE QUÁ TẢI TRỌNG, XE QUÁ KHỔ GIỚI HẠN, XE BÁNH XÍCH, XE VẬN CHUYỂN HÀNG SIÊU TRƯỜNG, SIÊU TRỌNG TRÊN ĐƯỜNG BỘ > Điều 23. Thủ tục cấp giấy phép lưu hành xe > Khoản 4. Trên tuyến, đoạn tuyến đường bộ đã được khảo sát, thiết kế, gia cường công trình đường bộ (nếu có), cơ quan có thẩm quyền cấp giấy phép lưu hành xe quy định tại Điều 24 của Thông tư này được sử dụng báo cáo kết quả khảo sát, báo cáo kết quả hoàn thành gia cường công trình đường bộ trong thời gian 06 (sáu) tháng tính từ ngày lập báo cáo để phục vụ việc cấp giấy phép lưu hành xe cho các xe quá tải trọng, xe quá khổ giới hạn, xe vận chuyển hàng siêu trường, siêu trọng có các thông số (gồm: kích thước bao ngoài, khối lượng toàn bộ của xe, tải trọng trục xe, cụm trục xe) tương đương hoặc nhỏ hơn phương tiện đã được cấp giấy phép lưu hành xe trước đó khi lưu hành trên tuyến, đoạn tuyến đường bộ này."
sf_86d311be58e928b9,dịch vụ bưu chính,INFRASTRUCTURE,4,accept,auto_accept_count_ge_3,dịch vụ bưu chính,INFRASTRUCTURE,False,INFRASTRUCTURE:4,2,2,12_2025_tt_bca.dieu_22.khoan_3.diem_d.passage.s001,dịch vụ bưu chính,"12/2025/TT-BCA > Chương III. CẤP, ĐỔI, CẤP LẠI, THU HỒI GIẤY PHÉP LÁI XE > Điều 22. Đổi giấy phép lái xe quân sự do Bộ Quốc phòng cấp > Khoản 3. Trình tự thực hiện > Điểm d. Việc trả giấy phép lái xe được thực hiện tại cơ quan tiếp nhận hồ sơ hoặc thông qua dịch vụ bưu chính theo yêu cầu của cá nhân. Khi nhận giấy phép lái xe, người lái xe chịu trách nhiệm gửi giấy phép lái xe đã được cấp đến cơ quan cấp giấy phép lái xe để tiêu hủy theo quy định."
sf_854a4802f44ead12,hệ thống dữ liệu điện tử,INFRASTRUCTURE,4,accept,auto_accept_count_ge_3,hệ thống dữ liệu điện tử,INFRASTRUCTURE,False,INFRASTRUCTURE:4,1,1,12_2025_tt_bca.dieu_21.khoan_3.diem_c.passage.s001,hệ thống dữ liệu điện tử,"12/2025/TT-BCA > Chương III. CẤP, ĐỔI, CẤP LẠI, THU HỒI GIẤY PHÉP LÁI XE > Điều 21. Đổi giấy phép lái xe > Khoản 3. Trình tự thực hiện > Điểm c. Trong thời hạn 01 ngày làm việc, kể từ ngày nhận đủ hồ sơ hợp lệ theo quy định, Phòng Cảnh sát giao thông chuyển dữ liệu đến Cục Cảnh sát giao thông để quản lý tập trung và cấp giấy phép lái xe, tích hợp giấy phép lái xe lên hệ thống dữ liệu điện tử, tài khoản định danh điện tử trong thời hạn 03 ngày làm việc kể từ ngày nhận đủ hồ sơ hợp lệ. Phòng Cảnh sát giao thông tổ chức in và trả giấy phép lái xe trong thời hạn 05 ngày làm việc, kể từ ngày nhận đủ hồ sơ hợp lệ;"
sf_ef1c9d5083d34104,hệ thống quản lý dữ liệu thiết bị giám sát hành trình,INFRASTRUCTURE,4,accept,auto_accept_count_ge_3,hệ thống quản lý dữ liệu thiết bị giám sát hành trình,INFRASTRUCTURE,True,INFRASTRUCTURE:4; VEHICLE_CONDITION_OR_EQUIPMENT:1,1,1,118_2025_qh15.dieu_7.khoan_18.text_1.passage.s001,Hệ thống quản lý dữ liệu thiết bị giám sát hành trình,"118/2025/QH15 > Điều 7. Sửa đổi, bổ sung một số điều của Luật Trật tự, an toàn giao thông đường bộ > Khoản 18. Sửa đổi, bổ sung điểm c khoản 4 Điều 75 như sau: > Đoạn 1"
sf_f9daac66d14ed9bf,"hệ thống thông tin quản lý, giám sát đào tạo lái xe tại sở xây dựng",INFRASTRUCTURE,4,accept,auto_accept_count_ge_3,"hệ thống thông tin quản lý, giám sát đào tạo lái xe tại sở xây dựng",INFRASTRUCTURE,False,INFRASTRUCTURE:4,1,1,14_2025_tt_bxd.dieu_3.khoan_6.diem_b.passage.s001,"Hệ thống thông tin quản lý, giám sát đào tạo lái xe tại Sở Xây dựng","14/2025/TT-BXD > Chương I. QUY ĐỊNH CHUNG > Điều 3. Giải thích từ ngữ > Khoản 6. Hệ thống thông tin quản lý, giám sát đào tạo lái xe gồm: > Điểm b. Hệ thống thông tin quản lý, giám sát đào tạo lái xe tại Sở Xây dựng phục vụ công tác tiếp nhận dữ liệu về đào tạo lái xe do cơ sở đào tạo lái xe cung cấp; quản lý, giám sát kết quả đào tạo lái xe của các khóa học, học viên;"
sf_62ccac9ac54cab06,"hệ thống thông tin về sát hạch, cấp giấy phép lái xe",INFRASTRUCTURE,4,accept,auto_accept_count_ge_3,"hệ thống thông tin về sát hạch, cấp giấy phép lái xe",INFRASTRUCTURE,True,INFRASTRUCTURE:4; DOCUMENT:3,1,1,12_2025_tt_bca.dieu_30.khoan_2.passage.s001,"Hệ thống thông tin về sát hạch, cấp giấy phép lái xe","12/2025/TT-BCA > Chương V. HỆ THỐNG THÔNG TIN VỀ SÁT HẠCH, CẤP GIẤY PHÉP LÁI XE > Điều 30. Yêu cầu đối với hệ thống thông tin về sát hạch, cấp giấy phép lái xe > Khoản 2. Hệ thống thông tin về sát hạch, cấp giấy phép lái xe tại Phòng Cảnh sát giao thông"
sf_49a1b17b1a280cba,trang thông tin điện tử,INFRASTRUCTURE,4,accept,auto_accept_count_ge_3,trang thông tin điện tử,INFRASTRUCTURE,False,INFRASTRUCTURE:4,2,2,12_2025_tt_bca.dieu_35.khoan_1.diem_d.passage.s001,trang thông tin điện tử,12/2025/TT-BCA > Chương VI. TỔ CHỨC THỰC HIỆN > Điều 35. Trách nhiệm Cục Cảnh sát giao thông > Khoản 1. Công tác sát hạch lái xe > Điểm d. Công bố và cập nhật danh sách các trung tâm sát hạch lái xe được cấp hoặc bị thu hồi giấy phép sát hạch trên trang thông tin điện tử.
sf_304786d63b1b3e5e,đèn tín hiệu,INFRASTRUCTURE,4,accept,auto_accept_count_ge_3,đèn tín hiệu,INFRASTRUCTURE,False,INFRASTRUCTURE:4,3,3,100_2015_qh13.dieu_261.khoan_1.passage.s003,đèn tín hiệu,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XXI. CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG > Mục 1. CÁC TỘI XÂM PHẠM AN TOÀN GIAO THÔNG > Điều 261. Tội cản trở giao thông đường bộ > Khoản 1. Người nào đào, khoan, xẻ, san lấp trái phép các công trình giao thông đường bộ; đặt, để trái phép vật liệu, phế thải, rác thải, đổ chất gây trơn, vật sắc nhọn hoặc các chướng ngại vật khác gây cản trở giao thông đường bộ; tháo dỡ, di chuyển trái phép, làm sai lệch, che khuất hoặc phá hủy biển báo hiệu, đèn tín hiệu, cọc tiêu, gương cầu, dải phân cách hoặc các thiết bị an toàn giao thông đường bộ khác; mở đường giao cắt trái phép qua đường bộ, đường có dải phân cách; sử dụng trái phép lề đường, hè phố, phần đường xe chạy; sử dụng trái phép hành lang an toàn đường bộ hoặc vi phạm quy định về bảo đảm an toàn giao thông khi thi công trên đường bộ thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm:"
sf_0b65ab5edf49c592,biển số xe trúng đấu giá,VEHICLE,4,accept,auto_accept_count_ge_3,biển số xe trúng đấu giá,VEHICLE,True,DOCUMENT:1; INFRASTRUCTURE:1; VEHICLE:4,1,1,156_2024_nd_cp.dieu_18.khoan_2.passage.s001,Biển số xe trúng đấu giá,"156/2024/ND-CP > Chương II. TRÌNH TỰ, THỦ TỤC ĐẤU GIÁ BIỂN SỐ XE > Điều 18. Thông báo kết quả trúng đấu giá > Khoản 2. Nội dung Thông báo kết quả trúng đấu giá gồm: Biển số xe trúng đấu giá, tên, mã định danh của cá nhân, tổ chức (trường hợp tổ chức chưa được cấp mã định danh thì ghi mã số thuế hoặc số quyết định thành lập tổ chức), địa chỉ người trúng đấu giá, giá trúng đấu giá, số tiền phải nộp, số tài khoản chuyên thu do Bộ Công an mở tại ngân hàng, chi nhánh ngân hàng nước ngoài để nộp tiền trúng đấu giá, thời hạn nộp tiền trúng đấu giá, việc hủy kết quả đấu giá nếu không nộp đủ số tiền trúng đấu giá theo quy định."
sf_8d91970ee36cfabd,phương tiện kỹ thuật quân sự,VEHICLE,4,accept,auto_accept_count_ge_3,phương tiện kỹ thuật quân sự,VEHICLE,False,VEHICLE:4,1,1,100_2015_qh13.dieu_304.khoan_1.passage.s001,phương tiện kỹ thuật quân sự,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XXI. CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG > Mục 3. CÁC TỘI PHẠM KHÁC XÂM PHẠM AN TOÀN CÔNG CỘNG > Điều 304. Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự > Khoản 1. Người nào chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự, thì bị phạt tù từ 01 năm đến 07 năm."
sf_4666b94edadd4cdd,phương tiện tham gia giao thông đường bộ,VEHICLE,4,accept,auto_accept_count_ge_3,phương tiện tham gia giao thông đường bộ,VEHICLE,False,VEHICLE:4,2,2,100_2015_qh13.dieu_264.khoan_1.passage.s001,phương tiện tham gia giao thông đường bộ,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XXI. CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG > Mục 1. CÁC TỘI XÂM PHẠM AN TOÀN GIAO THÔNG > Điều 264. Tội giao cho người không đủ điều kiện điều khiển các phương tiện tham gia giao thông đường bộ > Khoản 1. Người chủ sở hữu, quản lý phương tiện tham gia giao thông đường bộ mà giao cho người không có giấy phép lái xe hoặc người đang trong tình trạng có sử dụng rượu, bia mà trong máu hoặc hơi thở có nồng độ cồn vượt quá mức quy định hoặc có sử dụng chất ma túy hoặc các chất kích thích mạnh khác hoặc không đủ các điều kiện khác theo quy định của pháp luật điều khiển phương tiện tham gia giao thông đường bộ thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 10.000.000 đồng đến 50.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm:"
sf_316e747b0ac9aa9a,phương tiện vận chuyển,VEHICLE,4,accept,auto_accept_count_ge_3,phương tiện vận chuyển,VEHICLE,True,VEHICLE:4; VEHICLE_CONDITION_OR_EQUIPMENT:1,1,1,12_2025_tt_bxd.phu_luc_xi_huong_dan_xep_hang_hoa_la_phuong_tien_van_tai_may_moc_thiet_bi_ky_thuat.appendix_point_a.passage.s001,phương tiện vận chuyển,"Phụ lục XI > HƯỚNG DẪN XẾP HÀNG HÓA LÀ PHƯƠNG TIỆN VẬN TẢI, MÁY MÓC, THIẾT BỊ KỸ THUẬT > 1. Xếp hàng hóa là máy móc, thiết bị kỹ thuật trong khi vận chuyển > a) Khi vận chuyển một thiết bị có bánh xe hoặc bánh xích thì chúng phải được chằng buộc đúng vị trí trên phương tiện vận chuyển cùng với việc sử dụng hệ thống phanh hãm;"
sf_a7a4b18babcde5a6,rơ moóc (rm,VEHICLE,4,accept,auto_accept_count_ge_3,rơ moóc (rm,VEHICLE,False,VEHICLE:4,1,1,12_2025_tt_bxd.phu_luc_iii_giay_phep_luu_hanh_xe_qua_tai_trong_xe_qua_kho_gioi_han_xe_van_chuye_c92720a0.table_2.passage.s001,Rơ moóc (RM),"Phụ lục III > GIẤY PHÉP LƯU HÀNH XE QUÁ TẢI TRỌNG, XE QUÁ KHỔ GIỚI HẠN, XE VẬN CHUYỂN HÀNG SIÊU TRƯỜNG, SIÊU TRỌNG TRÊN ĐƯỜNG BỘ > - Xét đơn đề nghị cấp giấy phép lưu hành xe .....… (ghi cụ thể loại hình đề nghị: xe quá tải trọng hoặc xe quá khổ giới hạn hoặc xe quá tải trọng và quá khổ giới hạn hoặc xe vận chuyển hàng siêu trường hoặc xe vận chuyển hàng siêu trọng hoặc xe vận chuyển hàng siêu trường và siêu trọng) ....... trên đường bộ ngày .... tháng .... năm .... của …….. (tên tổ chức, cá nhân đứng đơn, địa chỉ) ......, > Bảng 2"
sf_6705867377e36cb3,sơ mi rơ moóc (smrm,VEHICLE,4,accept,auto_accept_count_ge_3,sơ mi rơ moóc (smrm,VEHICLE,False,VEHICLE:4,1,1,12_2025_tt_bxd.phu_luc_iii_giay_phep_luu_hanh_xe_qua_tai_trong_xe_qua_kho_gioi_han_xe_van_chuye_c92720a0.table_2.passage.s001,Sơ mi rơ moóc (SMRM),"Phụ lục III > GIẤY PHÉP LƯU HÀNH XE QUÁ TẢI TRỌNG, XE QUÁ KHỔ GIỚI HẠN, XE VẬN CHUYỂN HÀNG SIÊU TRƯỜNG, SIÊU TRỌNG TRÊN ĐƯỜNG BỘ > - Xét đơn đề nghị cấp giấy phép lưu hành xe .....… (ghi cụ thể loại hình đề nghị: xe quá tải trọng hoặc xe quá khổ giới hạn hoặc xe quá tải trọng và quá khổ giới hạn hoặc xe vận chuyển hàng siêu trường hoặc xe vận chuyển hàng siêu trọng hoặc xe vận chuyển hàng siêu trường và siêu trọng) ....... trên đường bộ ngày .... tháng .... năm .... của …….. (tên tổ chức, cá nhân đứng đơn, địa chỉ) ......, > Bảng 2"
sf_0a307e09b3d7eb35,thùng xe,VEHICLE,4,accept,auto_accept_count_ge_3,thùng xe,VEHICLE,True,VEHICLE_CONDITION_OR_EQUIPMENT:5; VEHICLE:4,1,1,12_2025_tt_bxd.phu_luc_xiii_huong_dan_xep_hang_dang_tru.p_32.passage.s002,thùng xe,Phụ lục XIII > Hướng dẫn xếp hàng dạng trụ > 2. Hướng dẫn xếp và cố định một số loại hàng dạng trụ cụ thể > 2.3. Thùng tròn > Đoạn 32
sf_08b04f2f5631ad9a,xe nâng hạng,VEHICLE,4,accept,auto_accept_count_ge_3,xe nâng hạng,VEHICLE,False,VEHICLE:4,2,2,12_2025_tt_bxd.phu_luc_xi_huong_dan_xep_hang_hoa_la_phuong_tien_van_tai_may_moc_thiet_bi_ky_thuat.p_14.passage.s002,xe nâng hàng,"Phụ lục XI > HƯỚNG DẪN XẾP HÀNG HÓA LÀ PHƯƠNG TIỆN VẬN TẢI, MÁY MÓC, THIẾT BỊ KỸ THUẬT > 1. Xếp hàng hóa là máy móc, thiết bị kỹ thuật trong khi vận chuyển > h) Máy móc, thiết bị được vận chuyển cần phải được kiểm tra sau khi phương tiện đã đi được một quãng đường ngắn để đảm bảo rằng không có một di chuyển nào xảy ra và các thiết bị cố định được xiết chặt. Việc kiểm tra phải được thực hiện thường xuyên trong suốt hành trình. > Đoạn 14"
sf_b5eefd41e7309717,xe tải,VEHICLE,4,accept,auto_accept_count_ge_3,xe tải,VEHICLE,False,VEHICLE:4,3,3,12_2025_tt_bxd.phu_luc_xi_huong_dan_xep_hang_hoa_la_phuong_tien_van_tai_may_moc_thiet_bi_ky_thuat.appendix_point_dd_23.passage.s001,xe tải,"Phụ lục XI > HƯỚNG DẪN XẾP HÀNG HÓA LÀ PHƯƠNG TIỆN VẬN TẢI, MÁY MÓC, THIẾT BỊ KỸ THUẬT > 2. Xếp hàng hóa là xe ô tô trong khi vận chuyển > đ) Chú ý rút toàn bộ nhiên liệu trong xe trước khi đưa lên xe tải vận chuyển."
sf_b90614c431257588,xe ô tô hạng b số tự động,VEHICLE,4,accept,auto_accept_count_ge_3,xe ô tô hạng b số tự động,VEHICLE,False,VEHICLE:4,1,1,12_2025_tt_bca.phu_luc_x_bieu_mau_giay_phep_lai_xe.p_34.passage.s002,xe ô tô hạng B số tự động,Phụ lục X > BIỂU MẪU GIẤY PHÉP LÁI XE > 5. Mã số điều kiện hạn chế của giấy phép lái xe > Đoạn 34
sf_b152f8b7e61c536f,xe ô tô kinh doanh vận tải hàng hóa,VEHICLE,4,accept,auto_accept_count_ge_3,xe ô tô kinh doanh vận tải hàng hóa,VEHICLE,False,VEHICLE:4,2,2,118_2025_qh15.dieu_7.khoan_6.text_1.passage.s001,Xe ô tô kinh doanh vận tải hàng hóa,"118/2025/QH15 > Điều 7. Sửa đổi, bổ sung một số điều của Luật Trật tự, an toàn giao thông đường bộ > Khoản 6. Sửa đổi, bổ sung khoản 2 và khoản 3 Điều 35 như sau: > Đoạn 1"
sf_4821a48bd0f6b892,xe ô tô tải,VEHICLE,4,accept,auto_accept_count_ge_3,xe ô tô tải,VEHICLE,False,VEHICLE:4,1,1,12_2025_tt_bxd.dieu_3.khoan_14.passage.s001,xe ô tô tải,"12/2025/TT-BXD > Chương I. QUY ĐỊNH CHUNG > Điều 3. Giải thích từ ngữ > Khoản 14. Hàng rời là hàng hóa thông thường không được đóng thùng, đóng bao hoặc đóng gói, khi vận chuyển được chứa trực tiếp bằng thùng chở hàng của xe ô tô tải, xe chuyên dùng, xe ô tô tải chuyên dùng, rơ moóc tải chuyên dùng, sơ mi rơ moóc tải chuyên dùng, rơ moóc chuyên dùng, sơ mi rơ moóc chuyên dùng."
sf_f4df89b2e278caa9,bộ phận của cây khác có chứa chất ma túy do chính phủ quy định,VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,bộ phận của cây khác có chứa chất ma túy do chính phủ quy định,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:4,1,1,12_2017_qh14.dieu_1.khoan_66.text_1.passage.s030,bộ phận của cây khác có chứa chất ma túy do Chính phủ quy định,"12/2017/QH14 > Điều 1. Sửa đổi, bổ sung, bãi bỏ một số điều của Bộ luật Hình sự số 100/2015/QH13 > Khoản 66. Sửa đổi, bổ sung các khoản 1, 2, 3 và 4 Điều 249 như sau: > Đoạn 1"
sf_2c27403d8f8fd63d,cờ hiệu ưu tiên,VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,cờ hiệu ưu tiên,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:4,1,1,151_2024_nd_cp.dieu_17.khoan_1.passage.s001,cờ hiệu ưu tiên,"151/2024/ND-CP > Chương IV. QUẢN LÝ, LẮP ĐẶT, SỬ DỤNG THIẾT BỊ PHÁT TÍN HIỆU CỦA XE ƯU TIÊN; TRÌNH TỰ, THỦ TỤC CẤP, THU HỒI GIẤY PHÉP SỬ DỤNG THIẾT BỊ PHÁT TÍN HIỆU CỦA XE ƯU TIÊN > Điều 17. Thiết bị phát tín hiệu của xe ưu tiên > Khoản 1. Thiết bị phát tín hiệu của xe ưu tiên bao gồm: đèn phát tín hiệu ưu tiên, còi phát tín hiệu ưu tiên, cờ hiệu ưu tiên."
sf_c684fff6969f33a1,hạng xe,VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,hạng xe,VEHICLE_CONDITION_OR_EQUIPMENT,True,VEHICLE:2; VEHICLE_CONDITION_OR_EQUIPMENT:4,1,1,14_2025_tt_bxd.phu_luc_xviii_thong_bao_phuong_an_hoat_dong_dao_tao_le_xe_mo_to_cac_hang_a1_a_b1.table_4.passage.s001,Hạng xe,"Phụ lục XVIII > THÔNG BÁO PHƯƠNG ÁN HOẠT ĐỘNG ĐÀO TẠO LÁI XE MÔ TÔ CÁC HẠNG A1, A, B1 > II. BÁO CÁO VỀ ĐÀO TẠO LÁI XE > 10. Thời gian đào tạo: từ ngày….. > Bảng 4"
sf_d9e97318a4f3e196,khối chêm,VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,khối chêm,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:4,1,1,12_2025_tt_bxd.phu_luc_x_mot_so_trang_thiet_bi_thuong_dung_de_gia_co_chang_buoc_chen_lot_hang_hoa.appendix_point_b.passage.s003,Khối chêm,"Phụ lục X > MỘT SỐ TRANG THIẾT BỊ THƯỜNG DÙNG ĐỂ GIA CỐ, CHẰNG BUỘC, CHÈN, LÓT HÀNG HÓA > 2. Chêm và để chêm > 2.1. Có 3 loại chêm, gồm: chêm nhọn, khối chêm, để chêm được sử dụng để ngăn khối hàng tròn hoặc hình trụ lăn trên sàn xe. > b) Khối chêm (góc chêm xấp xỉ 45o): là khối để ngăn dãy hàng có tiết diện tròn (cuộn hàng) khỏi sự xê dịch. Các cuộn hàng phải được chằng buộc lại chắc chắn trên sàn chất tải với các nẹp cạnh và cần thiết phải chằng buộc qua nóc đối với 2 cuộn phía sau. Khối chêm có chiều cao nhỏ nhất bằng R/3 (một phần ba bán kính của khối hàng) nếu không có dây chằng buộc qua nóc. Nếu sử dụng trong trường hợp có kết hợp chằng buộc qua nóc, chiều cao của khối chêm không vượt quá 20 cm. Khi dùng đinh cố định chêm gỗ xuống sàn, chú ý đảm bảo khả năng chịu lực của nó không giảm đi. Khối chêm được minh họa tại hình 1.1."
sf_9125bdb825751d17,"lá, rễ, thân, cành, hoa, quả của cây cần sa",VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,"lá, rễ, thân, cành, hoa, quả của cây cần sa",VEHICLE_CONDITION_OR_EQUIPMENT,True,BEHAVIOR:7; VEHICLE_CONDITION_OR_EQUIPMENT:4,1,1,12_2017_qh14.dieu_1.khoan_66.text_1.passage.s030,"lá, rễ, thân, cành, hoa, quả của cây cần sa","12/2017/QH14 > Điều 1. Sửa đổi, bổ sung, bãi bỏ một số điều của Bộ luật Hình sự số 100/2015/QH13 > Khoản 66. Sửa đổi, bổ sung các khoản 1, 2, 3 và 4 Điều 249 như sau: > Đoạn 1"
sf_c78f476f657a2453,nhãn xe,VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,nhãn xe,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:4,1,1,14_2025_tt_bxd.phu_luc_xviii_thong_bao_phuong_an_hoat_dong_dao_tao_le_xe_mo_to_cac_hang_a1_a_b1.table_4.passage.s001,Nhãn xe,"Phụ lục XVIII > THÔNG BÁO PHƯƠNG ÁN HOẠT ĐỘNG ĐÀO TẠO LÁI XE MÔ TÔ CÁC HẠNG A1, A, B1 > II. BÁO CÁO VỀ ĐÀO TẠO LÁI XE > 10. Thời gian đào tạo: từ ngày….. > Bảng 4"
sf_3ac92e96ede575b8,súng săn,VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,súng săn,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:4,2,2,100_2015_qh13.dieu_306.passage.s001,súng săn,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XXI. CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG > Mục 3. CÁC TỘI PHẠM KHÁC XÂM PHẠM AN TOÀN CÔNG CỘNG > Điều 306. Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt súng săn, vũ khí thô sơ, vũ khí thể thao, công cụ hỗ trợ và các vũ khí khác có tính năng tác dụng tương tự"
sf_53834fbf6c860496,thiết bị giám sát hành trình của xe ô tô,VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,thiết bị giám sát hành trình của xe ô tô,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:4,1,1,151_2024_nd_cp.dieu_38.khoan_2.diem_c.passage.s005,thiết bị giám sát hành trình của xe ô tô,"151/2024/ND-CP > Chương VII. ĐIỀU KHOẢN THI HÀNH > Điều 38. Hiệu lực thi hành > Khoản 2. Kể từ ngày Nghị định này có hiệu lực thi hành, bãi bỏ các văn bản, điều, khoản trong các văn bản và các quy định sau đây: > Điểm c. Cụm từ “Thiết bị giám sát hành trình của xe ô tô” quy định tại khoản 4, cụm từ “Cung cấp, quản lý và sừ dụng dữ liệu từ thiết bị giám sát hành trình của xe ô tô; cung cấp, quản lý và sử dụng dữ liệu hình ảnh từ camera lắp trên xe ô tô kinh doanh vận tải;” quy định tại điểm c khoản 5, cụm từ “, trong đó có hệ thống xử lý dữ liệu từ thiết bị giám sát hành trình của xe ô tô” quy định tại khoản 7 Điều 23; cụm từ “thiết bị giám sát hành trình của xe ô tô và” quy định tại khoản 1 Điều 27; cụm từ “, trong đó có hệ thống xử lý dữ liệu từ thiết bị giám sát hành trình của xe ô tô” quy định tại khoản 3 Điều 30, Điều 32 Nghị định số 10/2020/NĐ-CP ngày 17 tháng 01 năm 2020 của Chính phủ quy định về kinh doanh và điều kiện kinh doanh vận tải bằng xe ô tô (đã được sửa đổi, bổ sung theo quy định tại Nghị định số 47/2022/NĐ-CP ngày 19 tháng 7 năm 2022 của Chính phủ và Nghị định số 41/2024/NĐ-CP ngày 16 tháng 4 năm 2024 của Chính phủ)."
sf_68ecb32ec83868bb,tín hiệu ưu tiên,VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,tín hiệu ưu tiên,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:4,2,2,130_2024_nd_cp.dieu_6.khoan_2.passage.s001,tín hiệu ưu tiên,"130/2024/ND-CP > Chương II. QUY ĐỊNH CHUNG VỀ THU PHÍ SỬ DỤNG ĐƯỜNG BỘ CAO TỐC > Điều 6. Đối tượng miễn thu phí > Khoản 2. Xe chữa cháy của lực lượng Cảnh sát phòng cháy, chữa cháy và cứu nạn, cứu hộ và xe chữa cháy của lực lượng khác được huy động đi làm nhiệm vụ chữa cháy có tín hiệu ưu tiên theo quy định của pháp luật."
